skid	name	paper_id	paper_name	annotations	synonyms	FBbt_ID
7021238	Protocerebral_DAN_input_c 10.12.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.12.0#2 (17041979)	neuron 7021239 Insolent Iguana KMS	
7094091	SEZ_DAN_input_c 7.4.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), SEZ_DAN_input_c 7.4.0#2 (17043100)	neuron 7094092 MWP Enteroctopus dofleini	
7094281	Protocerebral_DAN_input_c 14.10.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.10.1 (17042508)	neuron 7094282 MWP Hogeweg	
7097449	Protocerebral_DAN_input_c 17.2.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.2.2 (17042662)	neuron 7097450 MWP Exocoetus volitans	
7789924	Protocerebral_DAN_input_c 12.2.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.2.0#2 (17042271)	SIP.R-SMP.R 7789925 Lulworth Skipper KJH	
7791639	Protocerebral_DAN_input_c 12.6.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.3 (17042313)	neuron 7791640 [SMP.R]-[SLP.R] AJES Cornelia Parker	
7791722	Protocerebral_DAN_input_c 3.12.0_OTHERS16#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#2 (17042822)	neuron 7791723 [SMP.R]-[SMP.L] AJES Klimt	
7791778	Protocerebral_DAN_input_c 3.12.0_OTHERS16#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#4 (17042826)	neuron 7791779 [SMP.R]-[SMP.L] AJES Vermeer	
7791912	Protocerebral_DAN_input_c 5.2.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 5.2.0#4 (17042980)	putative VNC neuron 7791913 Brown Argus KJH	
7792761	Protocerebral_DAN_input_c 3.12.0_OTHERS16#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#6 (17042830)	[SMP.R]-[SMP.L] 7792762 Large Skipper KJH	
7783377	Protocerebral_DAN_input_c 13.9.1#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.9.1#3 (17042502)	neuron 7783378 [SMP.R] AJES Rossetti	
7793273	Protocerebral_DAN_input_c 12.5.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.5.4#2 (17042295)	[SMP.R]-[SMP.L]-[SLP.L] 7793274 Dingy Skipper KJH	
7849380	Protocerebral_DAN_input_c 12.10.0#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#8 (17042261)	neuron 7849381 TY AJES [SMP.R]-[SIP.R]-[SMP.L] Ziggy Stardust	
7929763	Protocerebral_DAN_input_c 11.6.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.6.0#2 (17042147)	aSP-g L downstream 7929764 KMS	
8216643	Protocerebral_DAN_input_c 13.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.2.0 (17042476)	neuron 8216644 MWP NS Golden Ratio	
8248704	Protocerebral_DAN_input_c 11.9.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.1 (17042151)	neuron 8248705 [SMP.R]-[posterior LH.R] AJES Rothko	
8249122	Protocerebral_DAN_input_c 13.16.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.16.0#2 (17042468)	neuron 8249123 MWP Dresselhaus	
8249194	Protocerebral_DAN_input_c 13.16.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.16.0#3 (17042470)	neuron 8249195 GD Bach	
7794832	Protocerebral_DAN_input_c 17.4.41#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#10 (17042724)	Neuron 7794833 Dark Clouded Yellow KJH	
6986820	Protocerebral_DAN_input_c 8.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 8.2.0 (17042990)	neuron 6986821 MWP Franklin	
7778269	Protocerebral_DAN_input_c 13.11.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.11.0#2 (17042381)	[SMP.R]-[SMP.L] 7778270 Swallowtail KJH	
7724823	Protocerebral_DAN_input_c 14.4.6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.4.6 (17042534)	neuron 7724824 [SMP.R]-[CRE.R] AJES Auerbach	
7131815	Protocerebral_DAN_input_c 9.2.4#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.4#6 (17043034)	neuron 7131816 [SMP.R] aSP-g tract neuron AJES Duboisia	
7132776	Protocerebral_DAN_input_c 13.16.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.16.0#1 (17042466)	neuron 7132777 MWP Bilbo	
7133408	Protocerebral_DAN_input_c 13.3.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.3.0#1 (17042478)	neuron 7133409 [SMP.R]->[SEZ.R]-mAL tract->[SMP.R] AJES Stemona	
7197390	Protocerebral_DAN_input_c 11.16.10#13	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#13 (17042101)	neuron 7197391 Blue Danube JH	
7209785	Protocerebral_DAN_input_c 3.5.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.5.0#2 (17042908)	neuron 7209786 MWP AJES Hamilton	
7267242	Protocerebral_DAN_input_c 14.10.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.10.2 (17042510)	neuron 7267243 KJH MWP Jablonski	
7777537	Protocerebral_DAN_input_c 17.4.41#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#9 (17042722)	PVLP.R->[SMP.R] 7777538 Grizzled Skipper KJH	
7468847	Protocerebral_DAN_input_c 15.7.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.7.0 (17042654)	Neuron 7468848 KJH MWP Turnus	
7499600	Protocerebral_DAN_input_c 11.9.5_LHON02#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#2 (17042223)	LHON-C11 Ventral 7499601 MWP Joan Clarke	
7502661	Protocerebral_DAN_input_c 10.14.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.14.0 (17041983)	Brockhouse upstream PAM-y5 7502662 IS	
7532738	Protocerebral_DAN_input_c 5.2.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 5.2.0#3 (17042978)	neuron 7532739 [SMP.R]-[SEZ.R]-[VNC] AJES Egon Schiele	
7532852	Protocerebral_DAN_input_c 13.3.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.3.0#2 (17042480)	neuron 7532853 [SMP.R]-[FLA.R] AJES Kapoor	
7717049	Protocerebral_DAN_input_c 17.4.1#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.1#3 (17042682)	neuron 7717050 [SMP.R]-[SLP.L] AJES Cloudbusting	
7724677	Protocerebral_DAN_input_c 13.12.3#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.12.3#2 (17042392)	[SMP.R] 7724678 Wood White KJH	
7475560	Protocerebral_DAN_input_c 15.13.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.13.0#2 (17042640)	CRE.R-SMP.R 7475561 Small Copper KJH	
5133500	Protocerebral_DAN_input_c 17.4.6#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.6#1 (17042754)	neuron 5133501 MD	
5279295	Protocerebral_DAN_input_c 17.4.41#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#5 (17042714)	PVLP.R-PLP.R -> CRE.R 5279296 PL FML Baikal	
5130961	Protocerebral_DAN_input_c 14.10.5#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.10.5#1 (17042516)	Neuron 5130962 Piggly Wiggly JH	
2916531	Protocerebral_DAN_input_c 9.2.7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.7 (17043042)	neuron 2916532 King Kong CMM	
2850491	Protocerebral_DAN_input_c 9.2.8#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.8#1 (17043044)	neuron 2850492 Dr. Seuss CMM	
2850408	Protocerebral_DAN_input_c 11.9.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.2 (17042153)	neuron 2850409 Saccharin CMM	
2842637	Protocerebral_DAN_input_c 3.13.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.13.0#3 (17042842)	neuron 2842638 Crisco CMM MWP	
2792588	Protocerebral_DAN_input_c 12.8.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#2 (17042347)	neuron 2792589 Ladies Home Journal CMM	
2791811	Protocerebral_DAN_input_c 13.5.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.5.0#2 (17042486)	neuron 2791812 MWP Hadopelagic	
2736384	Protocerebral_DAN_input_c 13.11.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.11.0#1 (17042379)	neuron 2736385 RP CMP	
2720107	Protocerebral_DAN_input_c 12.8.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#1 (17042345)	neuron 2720108 Pharaoh CMM	
2719996	Protocerebral_DAN_input_c 3.13.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.13.0#2 (17042840)	neuron 2719997 Mickey Mouse CMM	
2675379	Protocerebral_DAN_input_c 12.6.6#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#10 (17042341)	Neuron 1876857 Golden Raspberry JH	
2674831	Protocerebral_DAN_input_c 9.2.10_LHON01 #2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.10_LHON01 #2 (17043012)	neuron 2674832 Gregorian CMM	
2613257	Protocerebral_DAN_input_c 10.10.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.2 (17041953)	aSP-g downstream 2613258 KM	
2531588	Protocerebral_DAN_input_c 11.6.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.6.0#1 (17042145)	aSP-g downstream 2531589 KM NF	
2451082	Protocerebral_DAN_input_c 17.2.6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.2.6 (17042668)	[CRE.R] - [MB.ML] 2451083 AJES	
2425528	Protocerebral_DAN_input_c 11.14.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.14.1#2 (17042061)	neuron 2425529 RT NAS	
2416734	Protocerebral_DAN_input_c 11.14.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.14.1#1 (17042059)	neuron 2416735 RT RP NAS	
2404179	Protocerebral_DAN_input_c 14.4.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.4.2 (17042530)	Neuron 2404180 Jazz JJ	
2237100	Protocerebral_DAN_input_c 12.6.6#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#6 (17042333)	Neuron 2237101 Sir Francis Drake JH	
2249156	Protocerebral_DAN_input_c 11.16.10#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#2 (17042079)	neuron 2249157 Nero's Rome RT LT	
2250960	Protocerebral_DAN_input_c 11.16.7#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.7#2 (17042129)	[CRE.R] 2250961 AJES Putative PPL1 DAN	
2263284	Protocerebral_DAN_input_c 3.6.0_OTHERS15#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#6 (17042926)	neuron 2263285 MWP Galeocerdo cuvier	
2265099	Protocerebral_DAN_input_c 11.16.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.3#1 (17042111)	mAL downstream 2265100 KM	
2265448	DAN_USN_c 12.6.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 12.6.2 (17041750)	mAL downstream 2265449 KM	
2916537	Protocerebral_DAN_input_c 10.9.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.9.2 (17042024)	neuron 2916538 Hubble CMM	
2265555	Protocerebral_DAN_input_c 12.6.2#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#6 (17042309)	mAL downstream 2265556 KM	
2293616	Protocerebral_DAN_input_c 12.6.6#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#7 (17042335)	Neuron 2293617 Scout RT	
2293621	Protocerebral_DAN_input_c 12.6.6#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#8 (17042337)	Neuron 2293622 Oregon Trail JJ	
2294141	Protocerebral_DAN_input_c 12.6.6#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#9 (17042339)	Neuron 2294142 Shoelace Park JH	
2298586	Protocerebral_DAN_input_c 12.6.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.1 (17042297)	Neuron 2298587 Large Pawn RT	
2360874	Protocerebral_DAN_input_c 10.12.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.12.0#1 (17041977)	aSP-g downstream 2360875 KM IT	
2375064	Protocerebral_DAN_input_c 11.4.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.4.2 (17042139)	neuron 2375065 Eiffel Tower RT	
2265731	DAN_USN_c 15.11.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 15.11.1 (17041752)	neuron 2265732 MWP BRussell	
2236897	Protocerebral_DAN_input_c 12.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.1.0 (17042245)	Neuron 2236898 Cherokee Phoenix JJ & RT	
2916542	Protocerebral_DAN_input_c 9.2.8#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.8#2 (17043046)	neuron 2916543 Florida CMM	
2934324	Protocerebral_DAN_input_c 15.11.3#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#2 (17042608)	neuron 2934325 MWP Temminck	
3078023	Protocerebral_DAN_input_c 12.3.3#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.3.3#2 (17042279)	neuron 3078024 Toothpaste Tube JJ	
3077965	Protocerebral_DAN_input_c 10.4.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.4.0#1 (17042007)	neuron 3077966 MWP Huygens	
3077939	Protocerebral_DAN_input_c 11.16.9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.9 (17042135)	neuron 3077940 X-ray JJ	
3077742	Protocerebral_DAN_input_c 12.10.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#1 (17042247)	neuron 3077743 MWP Spassky	
3077689	Protocerebral_DAN_input_c 12.11.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.11.0#1 (17042265)	neuron 3077690 MWP Ramon Llull	
3077625	Protocerebral_DAN_input_c 13.15.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.4#2 (17042444)	neuron 3077626 MWP Swift	
3077618	Protocerebral_DAN_input_c 3.5.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.5.0#1 (17042906)	neuron 3077619 MWP Allingham	
3076618	Protocerebral_DAN_input_c 15.11.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.1#1 (17042552)	neuron 3076619 Liberty Bell JJ	
3076383	Protocerebral_DAN_input_c 9.7.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.7.1 (17043072)	neuron 3076384 MWP Dijkstra	
3076260	Protocerebral_DAN_input_c 12.3.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.3.3#1 (17042277)	neuron 3076261 Desgrange JJ	
3075959	Protocerebral_DAN_input_c 9.2.10_LHON01 #1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.10_LHON01 #1 (17043010)	neuron 3075960 RFC 1 JJ	
3075656	Protocerebral_DAN_input_c 11.9.3#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#6 (17042165)	not C11A 3075657 Henley JJ	
3075544	Protocerebral_DAN_input_c 11.16.10#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#4 (17042083)	neuron 3075545 Kennedy JJ	
3075536	Protocerebral_DAN_input_c 12.8.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#4 (17042351)	neuron 3075537 Passport JJ	
3075217	Protocerebral_DAN_input_c 13.13.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.4#2 (17042406)	neuron 3075218 MWP Browne	
3074917	Protocerebral_DAN_input_c 9.3.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.3.0 (17043052)	Neuron 3074918 Diamond Match JH	
3074686	Protocerebral_DAN_input_c 12.6.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.4#2 (17042317)	neuron 3074687 MWP Megaptera novaeangliae	
2950081	Protocerebral_DAN_input_c 11.9.3#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#5 (17042163)	neuron 2950082 NY Rangers NS RT JH Quirky	
2956363	Protocerebral_DAN_input_c 15.11.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#1 (17042566)	neuron 2956364 Bolero LT	
2969226	Protocerebral_DAN_input_c 12.8.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#3 (17042349)	neuron 2969227 Dog Spectacles CMM	
2969237	Protocerebral_DAN_input_c 15.11.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#2 (17042568)	neuron 2969238 Cotton Gin CMM	
5131480	Protocerebral_DAN_input_c 9.2.10#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.10#3 (17043008)	Neuron 5131481 Golden Lion JH	
2982099	Protocerebral_DAN_input_c 11.14.1#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.14.1#4 (17042065)	neuron 2982100 NAS MD	
2932647	Protocerebral_DAN_input_c 11.16.10#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#3 (17042081)	neuron 2932648 MWP Atlantic	
2991284	Protocerebral_DAN_input_c 3.8.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#1 (17042944)	Neuron 2991285 Deathly Hallow JH	
3020395	Protocerebral_DAN_input_c 11.16.6#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.6#2 (17042125)	SIP.R -> CRE.R 3020396 PS CH MVP2 downstream SIP	
3038331	Protocerebral_DAN_input_c 3.6.0_OTHERS15#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#1 (17042914)	neuron 3038332 MWP C.S. Lewis	
3074013	Protocerebral_DAN_input_c 15.11.3#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#3 (17042610)	neuron 3074014 [SMP/SIP/CRE.R]--[SMP.L] And Dream of Sheep MWP AJES	
3074068	Protocerebral_DAN_input_c 15.11.3#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#4 (17042612)	neuron 3074069 MWP Amphiprion ocellaris	
3074089	Protocerebral_DAN_input_c 15.11.3#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#5 (17042614)	neuron 3074090 [SMP/SIP/CRE.R]-[SLP.L] Jig of Life AJES MWP	
3074593	Protocerebral_DAN_input_c 11.16.12	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.12 (17042107)	neuron 3074594 MWP Epipelagic	
2998093	Protocerebral_DAN_input_c 3.7.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#1 (17042930)	neuron 2998094 Carti RJT	
2236828	Protocerebral_DAN_input_c 11.16.7#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.7#1 (17042127)	Neuron 2236829 Brown Bananas RT	
2236492	Protocerebral_DAN_input_c 11.16.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.1 (17042075)	Neuron 2236493 Turkey RT	
2173638	Protocerebral_DAN_input_c 3.12.0_OTHERS16#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#8 (17042834)	Neuron 2173639 Chlorophyll JH TY	
1651416	Protocerebral_DAN_input_c 15.11.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.4#1 (17042628)	[CRE.R] 1651417 AJES (same lineage as putative asP-j)	
1651222	Protocerebral_DAN_input_c 20.2.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#2 (17042790)	[CRE.R] 1651223 (pMP-a lineage) AJES	
1650913	Protocerebral_DAN_input_c 20.2.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#1 (17042788)	[CRE.R] 1650914 (pMP-a lineage) AJES-JH	
1641701	Protocerebral_DAN_input_c 11.9.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#2 (17042199)	SIP.R - CRE.R neuron 1641702 AJES ASB	
1641380	Protocerebral_DAN_input_c 12.5.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.5.2 (17042289)	SIP.R>SMP.R:SMP.L 1641381 RJVR Du fond de l'abîme	
1641089	Protocerebral_DAN_input_c 12.3.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.3.1#1 (17042273)	SIP 1641090 Corona Radiata AJES CH 	
1627852	Protocerebral_DAN_input_c 15.11.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#1 (17042606)	GA.R -> MB_ML.R - CRE.R - SIP.R neuron 1627853 Visionist CH	
1613298	Protocerebral_DAN_input_c 11.16.5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.5 (17042121)	[SIP.R] -> [CRE.R] 1613299 JH	
1606596	Protocerebral_DAN_input_c 17.4.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#1 (17042686)	neuron 1606597 PS-NM	
1576646	Protocerebral_DAN_input_c 14.7.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.7.0#1 (17042540)	neuron 1576647 Spaghetti House Siege CMM & SAC	
1363308	Protocerebral_DAN_input_c 13.15.5#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.5#1 (17042448)	neuron 1363309 ASB TODO	
1356457	Protocerebral_DAN_input_c 12.6.2#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#3 (17042303)	mAL downstream 1356458 IT AJES	
