skid	name	paper_id	paper_name	annotations	FBbt_id	FBbt_name
606561	neuron 95142	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103276 (606569), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 95141 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723647),  (1688946), attaches to proximal branch of FeCO medial tendon (1688964), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
606577	neuron 101289	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101288 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723649)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606589	scolopidium 103337	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103336 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723651),  (1688946), attaches to proximal branch of FeCO medial tendon (1688964), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606602	neuron 82860	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82859 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723653)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606614	scolopidium 103343	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103342 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723655),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606627	neuron 95154	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103270 (606635), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 95153 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723657),  (1688946), attaches to proximal branch of FeCO medial tendon (1688964), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
606643	neuron 101298	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101297 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723659)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606655	neuron 80821	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), TrCS5 (603321), sensory neuron (601744), trochanteral campaniform sensillum (601853), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 80820 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723661)	FBbt:00052573	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc+5
606670	scolopidium 103349	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103348 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723663),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606683	neuron 82872	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82871 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723665)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606695	muscle 93115	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femur muscle 4 (601929), tibia flexor muscle fiber (606303), femoral muscle fiber (601796), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 93114 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723667)	FBbt:00003322	tibial depressor muscle cell
606708	scolopidium 103355	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103354 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723669),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606721	neuron 146365	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103461 (606729), neuron 104325 (606731), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 146364 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723671),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
606739	neuron 82878	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82877 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723673)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606751	neuron 101310	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101309 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723675)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606763	scolopidium 103361	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103360 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723677),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606776	neuron 82884	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82883 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723679)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606788	neuron 101316	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101315 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723681)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606800	scolopidium 103367	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103366 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723683),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606813	neuron 82890	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82889 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723685)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606825	neuron 101322	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101321 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723687)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606837	scolopidium 103372	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103371 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723689),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606850	neuron 101328	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101327 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723691)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606862	neuron 82897	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82896 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723693)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606874	scolopidium 103377	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103376 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723695),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606887	neuron 101334	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101333 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723697)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606899	neuron 82903	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82902 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723699)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606911	scolopidium 103382	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103381 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723701),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606924	scolopidium 103388	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103387 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723703),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606937	muscle 93149	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femur muscle 5b (606483), tibia flexor muscle fiber (606303), femoral muscle fiber (601796), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 93148 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723705)	FBbt:00003322	tibial depressor muscle cell
606950	neuron 82910	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82909 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723707)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606962	neuron 101341	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101340 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723709)	FBbt:00052592	prothoracic tibial bristle sensory neuron
606974	scolopidium 103394	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103393 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723711),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
606987	neuron 82916	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82915 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723713)	FBbt:00052593	prothoracic femoral bristle sensory neuron
606999	muscle 93157	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femur muscle 5b (606483), tibia flexor muscle fiber (606303), femoral muscle fiber (601796), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 93156 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723715)	FBbt:00003322	tibial depressor muscle cell
607012	neuron 80870	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), TrCS5 (603321), sensory neuron (601744), trochanteral campaniform sensillum (601853), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 80869 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723717)	FBbt:00052573	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc+5
607027	scolopidium 103399	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103398 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723719),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607040	neuron 82922	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82921 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723721)	FBbt:00052593	prothoracic femoral bristle sensory neuron
607052	neuron 101354	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101353 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723723)	FBbt:00052592	prothoracic tibial bristle sensory neuron
607064	muscle 93164	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femur muscle 5b (606483), tibia flexor muscle fiber (606303), femoral muscle fiber (601796), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 93163 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723725)	FBbt:00003322	tibial depressor muscle cell
607077	scolopidium 103404	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103403 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723727),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607090	neuron 82928	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82927 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723729)	FBbt:00052593	prothoracic femoral bristle sensory neuron
607102	neuron 101360	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), tibial bristle (601746), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101359 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723731)	FBbt:00052592	prothoracic tibial bristle sensory neuron
607114	neuron 101366	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), tibial bristle (601746), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101365 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723733)	FBbt:00052592	prothoracic tibial bristle sensory neuron
607126	scolopidium 103415	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103414 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723735),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607139	muscle 93178	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femur muscle 5b (606483), tibia flexor muscle fiber (606303), femoral muscle fiber (601796), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 93177 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723737)	FBbt:00003322	tibial depressor muscle cell
607152	neuron 82940	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82939 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723739)	FBbt:00052593	prothoracic femoral bristle sensory neuron
607164	neuron 101372	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101371 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723741)	FBbt:00052592	prothoracic tibial bristle sensory neuron
607176	neuron 76798	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Figure 3c (601843), Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), coxal motor neuron (607182), ventral nerve (602299), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 76797 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723743)	FBbt:00049568	leg muscle motor neuron
607190	scolopidium 103420	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103419 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723745),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607203	scolopidium 103425	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103424 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723747), attaches to FeCO lateral tendon (1688928),  (1688946), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607216	neuron 82946	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82945 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723749)	FBbt:00052593	prothoracic femoral bristle sensory neuron
607228	neuron 101378	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), tibial bristle (601746), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101377 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723751)	FBbt:00052592	prothoracic tibial bristle sensory neuron
607240	scolopidium 103430	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103429 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723753),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607253	neuron 82952	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82951 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723755)	FBbt:00052593	prothoracic femoral bristle sensory neuron
607265	neuron 101384	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), tibial bristle (601746), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 101383 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723757)	FBbt:00052592	prothoracic tibial bristle sensory neuron
607277	scolopidium 103435	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103434 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723759),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
607290	muscle 93196	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femur muscle 5b (606483), tibia flexor muscle fiber (606303), femoral muscle fiber (601796), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 93195 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723761)	FBbt:00003322	tibial depressor muscle cell
