skid	name	paper_id	paper_name	annotations
517559	neuron 190183 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (492337), right haltere nerve (494671), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 190182 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517568), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517571	neuron 71406 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	right T2 leg nerve (493099), sensory neuron (492331), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 71405 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517580), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517583	neuron 28401 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	right T2 leg nerve (493099), skeleton (492337), enveloping (510424), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 28400 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517592), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517595	neuron 71422 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), sensory neuron (492331), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 71421 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517603), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517606	neuron 190211 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (492337), right haltere nerve (494671), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 190210 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517615), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517618	neuron 26376 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 26375 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517629), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), T1 leg chordotonal neuron unclassified subtype (670029), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517632	neuron 53002 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	bCS (510417), campaniform sensillum (510360), left T2 leg nerve (492843), bilateral (497326), intersegmental (492329), sensory neuron (492331), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 53001 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517647), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), update 200729 (628739), UPDATED FROM LINKED NEURON - 2020-07-29 02:47 PM (628767), UPDATED FROM LINKED NEURON - 2020-07-29 10:48 PM (629398), UPDATED FROM LINKED NEURON - 2020-07-29 11:01 PM (629469), UPDATED FROM LINKED NEURON - 2020-08-10 01:48 AM (645850), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517650	neuron 26383 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), left T1 posterior edge (510316), possible hair plate (512453), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 26382 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517662), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517665	neuron 22294 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 anterior edge (511198), LINKED NEURON - elastic transformation of skeleton id 22293 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517675), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517678	neuron 75546 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), sensory neuron (492331), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 75545 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517687), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517690	neuron 22305 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 22304 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517701), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517704	neuron 22309 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 anterior edge (511198), LINKED NEURON - elastic transformation of skeleton id 22308 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517714), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517717	neuron 26418 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), skeleton (492337), left T1 leg nerve (493342), LINKED NEURON - elastic transformation of skeleton id 26417 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517725), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), possible nonoblique campaniform sensillum (515865), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517728	neuron 75578 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75577 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517737), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517740	neuron 75595 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75594 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517749), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517752	neuron 22352 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 22351 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517762), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:19 PM (655334), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517765	neuron 75601 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), campaniform sensillum (510360), right T2 leg nerve (493099), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 75600 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517777), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517780	neuron 28502 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 28501 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517790), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517793	neuron 75609 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	campaniform sensillum (510360), sensory neuron (492331), right T2 leg nerve (493099), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 75608 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517802), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517805	neuron 22366 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 22365 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517815), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517818	neuron 24426 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), left T1 leg nerve (493342), skeleton (492337), enveloping (510424), LINKED NEURON - elastic transformation of skeleton id 24425 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517828), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517831	neuron 75630 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75629 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517840), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517843	neuron 24431 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 24430 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517853), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517856	neuron 75640 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75639 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517865), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517868	neuron 75658 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75657 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517877), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517880	neuron 75669 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75668 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517889), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517892	neuron 42903 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 42902 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517900), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517903	neuron 42907 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 42906 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517911), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517914	neuron 112539 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (492337), left T3 leg nerve (492333), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 112538 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517923), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:46 PM (656251), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517926	neuron 42911 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 42910 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517934), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517937	neuron 75679 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75678 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517946), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517949	neuron 42915 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 42914 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517957), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517960	neuron 42919 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 42918 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517968), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517971	neuron 75688 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75687 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517980), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517983	neuron 71596 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), sensory neuron (492331), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 71595 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (517991), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
517994	neuron 42929 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 42928 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518002), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518005	neuron 120476 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (492337), left T1 ventral nerve (493161), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 120475 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518013), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:45 PM (656202), bristle (510313), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518016	neuron 22471 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 22470 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518026), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518029	neuron 75721 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 75720 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518038), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518041	neuron 22478 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	campaniform sensillum (510360), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), left T1 posterior edge (510316), LINKED NEURON - elastic transformation of skeleton id 22477 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518051), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518054	neuron 24530 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 24529 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518064), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518067	neuron 6106 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), right T1 leg nerve (493118), skeleton (492337), neuron (497040), LINKED NEURON - elastic transformation of skeleton id 6105 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518076), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518079	neuron 22499 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 22498 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518089), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518092	neuron 190436 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (492337), right haltere nerve (494671), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 190435 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518101), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518104	neuron 6122 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg claw chordotonal neuron (511116), T1 leg claw chordotonal neuron A bundle (511177), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 6121 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518116), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518119	neuron 51190 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T2 leg nerve (492843), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 51189 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518128), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518131	neuron 51198 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 51197 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518139), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), possible nonoblique campaniform sensillum (515865), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
518142	neuron 22527 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), hair plate (510500), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 22526 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (518152), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:20 PM (655391), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
519083	neuron 9203 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	efferent neuron (511709), leaves through damage (492994), left T1 ventral nerve (493161), left T1 accessory nerve (493029), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 9202 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519100), UPDATED FROM LINKED NEURON - 2020-06-27 06:54 PM (519102), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:11 PM (658202), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T1 leg DUM neuron (677186)
519104	neuron 9477 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	efferent neuron (511709), left T1 dorsal nerve (492416), left T1 accessory nerve (493029), left T1 leg nerve (493342), skeleton (492337), leaves through damage (492994), LINKED NEURON - elastic transformation of skeleton id 9476 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519122), UPDATED FROM LINKED NEURON - 2020-06-27 06:54 PM (519102), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:16 PM (658648), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T1 leg DUM neuron (677186)
519160	neuron 70241 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	right dorsal-5 branch of T2 leg nerve (498911), nerve deduced by homology (498820), right T2 accessory nerve (497345), left T2 accessory nerve (492820), left ventral-3 branch of T2 leg nerve (496426), left dorsal-3 branch of T2 leg nerve (500646), left dorsal-5 branch of T2 leg nerve (498050), efferent neuron (511709), right T2 leg nerve (493099), left T2 leg nerve (492843), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 70240 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519191), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:03 PM (657600), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T2 leg DUM neuron (677204)
