skid	name	paper_id	paper_name	synonyms
986460	ppk_ddaC_a1	19756692	Gerhard et al. 2017	ddaC_a1l
1362085	A09q_a7l classIV-related projection D left	19756692	Gerhard et al. 2017	
1370785	A09e_a5l	19756692	Gerhard et al. 2017	
1716788	A09o_a3l	19756692	Gerhard et al. 2017	
1927577	A08n	19756692	Gerhard et al. 2017	A08n classIV-related projection A left
2194374	A02o_a3l Wave-1	19756692	Gerhard et al. 2017	
2370290	A09e_a5r	19756692	Gerhard et al. 2017	
2558717	TePn05 classIV-related projection C right	19756692	Gerhard et al. 2017	
2583770	A10a_a2l Chair-1	19756692	Gerhard et al. 2017	
2637812	A02n_a1r Pseudolooper-4	19756692	Gerhard et al. 2017	
2693651	A09o_a3r	19756692	Gerhard et al. 2017	
3034133	Basin1_a1	19756692	Gerhard et al. 2017	A09b a1l Basin-1
3040481	Basin4_a1	19756692	Gerhard et al. 2017	A09c a1l Basin-4
3041612	Basin2_a1	19756692	Gerhard et al. 2017	A09a a1l Basin-2
3056163	A09a_a2l Basin-2	19756692	Gerhard et al. 2017	
3074106	Basin2_a1	19756692	Gerhard et al. 2017	A09a a1r Basin-2
3281615	A09l_a2l Down-and-back-1	19756692	Gerhard et al. 2017	
3282869	Basin1_a1	19756692	Gerhard et al. 2017	A09b a1r Basin-1
3546334	A02m_a1r Pseudolooper-3	19756692	Gerhard et al. 2017	
3546835	A02n_a1l Pseudolooper-4	19756692	Gerhard et al. 2017	
3661586	SelN138 classIV-related descending sog left	19756692	Gerhard et al. 2017	
3786734	ppk_v'ada_a1	19756692	Gerhard et al. 2017	v'ada_a1r
4049878	Basin4_a1	19756692	Gerhard et al. 2017	A09c a1r Basin-4
4102844	A09l_a1r (Down-and-back-1)	19756692	Gerhard et al. 2017	
4262125	T10a t3l Chair-1	19756692	Gerhard et al. 2017	
4589092	A02o_a2l Wave-1	19756692	Gerhard et al. 2017	
4717261	A02o_a2r Wave-1	19756692	Gerhard et al. 2017	
4778439	A02m_a1l Pseudolooper-3	19756692	Gerhard et al. 2017	
5114804	A09a_a2r Basin-2	19756692	Gerhard et al. 2017	
5690362	A10a_a1r Chair-1	19756692	Gerhard et al. 2017	
5731368	A00c_A8l?	19756692	Gerhard et al. 2017	
6062423	T10a t3r Chair-1	19756692	Gerhard et al. 2017	
6535161	A10a_a1l Chair-1	19756692	Gerhard et al. 2017	
6660660	A00c_A8l?	19756692	Gerhard et al. 2017	
7124056	A09l_t3l Down-and-back-1	19756692	Gerhard et al. 2017	
7964684	TePn19 classIV-related projection B left	19756692	Gerhard et al. 2017	
8067524	SelN138 classIV-related descending sog right	19756692	Gerhard et al. 2017	
10053642	A09l_t3r Down-and-back-1	19756692	Gerhard et al. 2017	
10110270	ppk_v'ada_a1	19756692	Gerhard et al. 2017	v'ada_a1l
10110672	ppk_ddaC_a1	19756692	Gerhard et al. 2017	ddaC_a1r
10273502	ppk_vdaB_a1	19756692	Gerhard et al. 2017	vdaB_a1r
10290529	ppk_vdaB_a1	19756692	Gerhard et al. 2017	vdaB_a1l 
12468812	A09l_a1l (Down-and-back-1)	19756692	Gerhard et al. 2017	
12767923	A10a_a2r Chair-1	19756692	Gerhard et al. 2017	
12946335	A02o_a3r Wave-1	19756692	Gerhard et al. 2017	
14728550	A09e_a3	19756692	Gerhard et al. 2017	A09e_a3r
14795007	TePn19 classIV-related projection B right	19756692	Gerhard et al. 2017	
14795310	A09e_a3	19756692	Gerhard et al. 2017	A09e_a3l
14899172	A08n	19756692	Gerhard et al. 2017	A08n classIV-related projection A right
17693220	"A09l_a2r Down-and-back-1	"	19756692	Gerhard et al. 2017	
18322843	fragment	19756692	Gerhard et al. 2017	
18981220	TePn05 classIV-related projection C left	19756692	Gerhard et al. 2017	
3641568	SN motor neuron a1r ventral dendrite	19756504	Heckscher et al. 2015	
4028114	MN5 LO1_a1l	19756504	Heckscher et al. 2015	
4042315	MN22/23 (RF:LT2/LT3) LT1_a1l	19756504	Heckscher et al. 2015	
4050398	SN motor neuron a1l	19756504	Heckscher et al. 2015	
4101976	MN27 (SN MN VA2)_a1r	19756504	Heckscher et al. 2015	
4102728	MN22/23 (RF:LT2/LT3) LT1_a1r  	19756504	Heckscher et al. 2015	
4121534	MN23/24 (RF: LT3/LT4) LT4_a1r  	19756504	Heckscher et al. 2015	
4271519	SN motor neuron a1l ventral dendrite	19756504	Heckscher et al. 2015	
4274364	MN29 (SN MN VA3)_a1l	19756504	Heckscher et al. 2015	
4289745	SN motor neuron a1l posterior dendrite	19756504	Heckscher et al. 2015	
4289773	MN23/24 (RF: LT3/LT4) LT4_a1l	19756504	Heckscher et al. 2015	
4326468	MN8 (RF:SBM) LT3_a1l	19756504	Heckscher et al. 2015	
4326520	MN27 (SN MN VA2)_a1l	19756504	Heckscher et al. 2015	
4382895	MN29 (SN MN VA3)_a1r	19756504	Heckscher et al. 2015	
4397287	MN26 (SN MN VA1)_a1r	19756504	Heckscher et al. 2015	
4483081	SN motor neuron a1l bilateral	19756504	Heckscher et al. 2015	
4488976	MN1 aCC_a1r	19756504	Heckscher et al. 2015	
4524871	MN26 (SN MN VA1)_a1l	19756504	Heckscher et al. 2015	
4535767	MN5 LO1_a1r	19756504	Heckscher et al. 2015	
4881629	MN8 (RF:SBM) LT3_a1r 	19756504	Heckscher et al. 2015	
5085455	MN20 ISN_a1r	19756504	Heckscher et al. 2015	
5458046	Saaghi-1_a2l (AAZ1 (A06l))	19756504	Heckscher et al. 2015	
5899328	MN28 ISN_a1l	19756504	Heckscher et al. 2015	
6195521	dbd_a1r	19756504	Heckscher et al. 2015	
6280151	ddaD_a1r (class I)	19756504	Heckscher et al. 2015	
6467481	MN21/22 (RF:LT1/LT2) LT2_a1l	19756504	Heckscher et al. 2015	
6970942	MN18 (ISN DT1)_a1r	19756504	Heckscher et al. 2015	
7772437	lesA_a1l	19756504	Heckscher et al. 2015	
7783764	vdaC_a1l (class II)	19756504	Heckscher et al. 2015	
7876385	A08e1_a1l 	19756504	Heckscher et al. 2015	
8026224	MN10 U2_a1l	19756504	Heckscher et al. 2015	
8039617	A08e3_a1r	19756504	Heckscher et al. 2015	
8095561	Jaam-1_a1r (HMD1 (A12p))	19756504	Heckscher et al. 2015	
8196192	Jaam-1_a1l (HMD1 (A12p))	19756504	Heckscher et al. 2015	
8198957	A08e1_a1r	19756504	Heckscher et al. 2015	
8234099	A08e2_a1r 	19756504	Heckscher et al. 2015	
8234536	vpda classI md?_t3r	19756504	Heckscher et al. 2015	
8374407	A08e2_a2l	19756504	Heckscher et al. 2015	
8419064	vbd_a1l_	19756504	Heckscher et al. 2015	
8421329	A08e3_a1l 	19756504	Heckscher et al. 2015	
8602632	A08e1_a2l	19756504	Heckscher et al. 2015	
10013402	MN11 (ISN NB3-2)_a1r	19756504	Heckscher et al. 2015	
10051927	MN ISN MN_a2r [MN-VL2 (13)?]	19756504	Heckscher et al. 2015	
10089445	Saaghi-1_a2r (AAZ1 (A06l))	19756504	Heckscher et al. 2015	
10397674	A08e3_a2r	19756504	Heckscher et al. 2015	
10413917	A08e3_a2l	19756504	Heckscher et al. 2015	
10474936	A06e_a1l (Saaghi-3)	19756504	Heckscher et al. 2015	
10561898	ddaD_a2l	19756504	Heckscher et al. 2015	
10562191	dbd_t3l_JMpair5	19756504	Heckscher et al. 2015	
10649843	MN1 aCC_a1l	19756504	Heckscher et al. 2015	
10678017	MN12-III (ISN VL1 V-MN NB5-2)_a1l	19756504	Heckscher et al. 2015	
10929871	A08c_a1r	19756504	Heckscher et al. 2015	
11065546	A06e_t3r (Saaghi-3)	19756504	Heckscher et al. 2015	
11321644	neuron 11321645 frag run into a1 neuron	19756504	Heckscher et al. 2015	
11466247	Jaam-2_a1l (HMD2 (A12g))	19756504	Heckscher et al. 2015	
11578922	vpda classI md?_t3l	19756504	Heckscher et al. 2015	
11928389	Jaam-3_a1l (HMD3 (A12 c3))	19756504	Heckscher et al. 2015	
11958584	A06e_a1r (Saaghi-3)	19756504	Heckscher et al. 2015	
12809923	A08e2_a1l	19756504	Heckscher et al. 2015	
12825902	Neuron 20725668_fragment	19756504	Heckscher et al. 2015	
12960079	dmd1_a1l_JMpair3	19756504	Heckscher et al. 2015	
12960217	ddaD_a1l (class I)	19756504	Heckscher et al. 2015	
12990250	Jaam-2_a1r (HMD2 (A12g))	19756504	Heckscher et al. 2015	
13057994	MNISN-Is RP2_a1r	19756504	Heckscher et al. 2015	
13058240	MNISN-Is RP2_a1l	19756504	Heckscher et al. 2015	
13124815	vdaA_a1r (class II)	19756504	Heckscher et al. 2015	
13671419	dbd_a1l	19756504	Heckscher et al. 2015	
13775274	Jaam-3_a1r (HMD3 (A12 c3))	19756504	Heckscher et al. 2015	
13873397	MN9 U1_a2r	19756504	Heckscher et al. 2015	
13874213	MN30 RP4_a2l	19756504	Heckscher et al. 2015	
13874875	MNISNb/d-Is RP5_a2l	19756504	Heckscher et al. 2015	
13875538	MN10 U2_a2r	19756504	Heckscher et al. 2015	
13876816	dbd_a2r	19756504	Heckscher et al. 2015	
13877013	ISN MN_a2r (U4/U5)	19756504	Heckscher et al. 2015	
13877402	MN ISN MN_a2r (U4/U5)	19756504	Heckscher et al. 2015	
13877719	MN12-III (ISN VL1 V-MN NB5-2)_a2l	19756504	Heckscher et al. 2015	
13880943	MN30 RP4_a2r	19756504	Heckscher et al. 2015	
13881374	MNISNb/d-Is RP5_a2r	19756504	Heckscher et al. 2015	
13881810	MN-VO4/5_a2l (NB7-1? ISN MN-15/16 ?)	19756504	Heckscher et al. 2015	
13882192	MN ISN MN_a2l [MN-VL2 (13)?]	19756504	Heckscher et al. 2015	
13883598	MN10U2_a2l	19756504	Heckscher et al. 2015	
13883895	dbd_a2l	19756504	Heckscher et al. 2015	
13884216	MN-VO4–6 (NB7-1 was- VO6 (17)? )_a2l	19756504	Heckscher et al. 2015	
13885023	MN ISN MN_a2l (U4/U5)	19756504	Heckscher et al. 2015	
13885984	MN9 U1_a2l	19756504	Heckscher et al. 2015	
14044614	MNISNb/d-Is RP5_a1l	19756504	Heckscher et al. 2015	
14045016	MN14 RP1_a1l	19756504	Heckscher et al. 2015	
14045489	MN15/16/17 VO4–6 (NB7-1? )_a1r	19756504	Heckscher et al. 2015	
14045854	MN3 (ISN U4 DA3 NB7-1?)_a1r	19756504	Heckscher et al. 2015	
14046720	MN12-III (ISN VL1 V-MN NB5-2)_a1r	19756504	Heckscher et al. 2015	
14047130	MN2 ISN(U3-NB7-1?)_a1l	19756504	Heckscher et al. 2015	
14047554	MN9 U1_a1r	19756504	Heckscher et al. 2015	
14047760	MN10 U2_a1r	19756504	Heckscher et al. 2015	
14047945	MN4 (ISN U5 NB7-1?)_a1r	19756504	Heckscher et al. 2015	
14048287	MN2 ISN(U3-NB7-1?)_a1r	19756504	Heckscher et al. 2015	
14048538	MN15/16 VO4/5 (NB7-1? ISN)_a1r	19756504	Heckscher et al. 2015	
14048876	MN28 ISN_a1r	19756504	Heckscher et al. 2015	
14085813	MN9 U1_a1l	19756504	Heckscher et al. 2015	
14086309	MN19 (ISN NB3-2)_a1l	19756504	Heckscher et al. 2015	
14087107	MN30 RP4_a1r	19756504	Heckscher et al. 2015	
14087339	MN4 (ISN U5 NB7-1?)_a1l	19756504	Heckscher et al. 2015	
14088149	MN3 (ISN U4 DA3 NB7-1?)_a1l 	19756504	Heckscher et al. 2015	
14088451	MN11 (ISN NB3-2)_a1l	19756504	Heckscher et al. 2015	
14194026	MN ISN MN_a1r    R only 	19756504	Heckscher et al. 2015	
14194234	MN30 RP4_a1l	19756504	Heckscher et al. 2015	
14194703	MN13 ISN MN-VL2_a1r	19756504	Heckscher et al. 2015	
14198375	ISN MN_a1r	19756504	Heckscher et al. 2015	
14199031	MN18 (ISN DT1)_a1l	19756504	Heckscher et al. 2015	
14199565	MNISNb/d-Is RP5_a1r	19756504	Heckscher et al. 2015	
14201007	A08e1_a2r	19756504	Heckscher et al. 2015	
14203725	MN15/16 VO4/5 (NB7-1? ISN)_a1l	19756504	Heckscher et al. 2015	
14206438	MN14 RP1_a1r	19756504	Heckscher et al. 2015	
14493979	vbd_a1r	19756504	Heckscher et al. 2015	
14573136	dbd_t3r_JMpair5	19756504	Heckscher et al. 2015	
15351530	ddaD_a2r	19756504	Heckscher et al. 2015	
15505125	ddaE_t3l	19756504	Heckscher et al. 2015	
15551560	dmd1_a1r_JMpair3	19756504	Heckscher et al. 2015	
15625865	Saaghi-3_a2r (AAZ3 (A06e))	19756504	Heckscher et al. 2015	
15879188	A08e2_a2r	19756504	Heckscher et al. 2015	
16009772	A08c_a1l	19756504	Heckscher et al. 2015	
16042164	SN motor neuron a1r bilateral	19756504	Heckscher et al. 2015	
16181494	MN19 (ISN NB3-2)_a1r	19756504	Heckscher et al. 2015	
16233066	ddaE_t3r	19756504	Heckscher et al. 2015	
16264802	MN6/7 RP3_a2l	19756504	Heckscher et al. 2015	
16314353	SN motor neuron a1r posterior dendrite	19756504	Heckscher et al. 2015	
16433395	MN20 ISN_a1l	19756504	Heckscher et al. 2015	
16713121	MN21/22 (RF:LT1/LT2) LT2_a1r  	19756504	Heckscher et al. 2015	
17435371	A06l_a1r (Saaghi-1)	19756504	Heckscher et al. 2015	
18418512	A06l_a1l (Saaghi-1)	19756504	Heckscher et al. 2015	
18514164	Saaghi-3_a2l (AAZ3 (A06e))	19756504	Heckscher et al. 2015	
19111930	MN13 ISN MN-VL2_a1l 	19756504	Heckscher et al. 2015	
19139253	MN15/16/17 VO4–6 (NB7-1? )_a1l	19756504	Heckscher et al. 2015	
20901068	MN6/7 RP3_a1r	19756504	Heckscher et al. 2015	
20901073	MN6/7 RP3_a1l	19756504	Heckscher et al. 2015	
23233	putative class III	21461093	Hueckesfeld et al. 2020	
40045	22c ORN left	21461093	Hueckesfeld et al. 2020	
40152	AN-L-Sens-B1-ACa-10	21461093	Hueckesfeld et al. 2020	
110633	v'pda a3l class III md	21461093	Hueckesfeld et al. 2020	
114558	ddaA a3l class III md	21461093	Hueckesfeld et al. 2020	
144386	class iii or es?	21461093	Hueckesfeld et al. 2020	
202973	vdaB_a3l	21461093	Hueckesfeld et al. 2020	
203130	v'ada_a3l	21461093	Hueckesfeld et al. 2020	
203148	ddaC_a4l	21461093	Hueckesfeld et al. 2020	
205984	a2l class III	21461093	Hueckesfeld et al. 2020	
292913	vdaB_a5l	21461093	Hueckesfeld et al. 2020	
327601	small neuron without soma does not look sensory	21461093	Hueckesfeld et al. 2020	
360668	t1r sensory putative md III/IV_T1r	21461093	Hueckesfeld et al. 2020	
367864	v'pda a2r class III md	21461093	Hueckesfeld et al. 2020	
374619	a4r class III md or could be es	21461093	Hueckesfeld et al. 2020	
722935	ddaA a1l class III md	21461093	Hueckesfeld et al. 2020	
738095	ddaC_a5l	21461093	Hueckesfeld et al. 2020	
770615	ddaC_a3l	21461093	Hueckesfeld et al. 2020	
837522	ddaF a4r class III md	21461093	Hueckesfeld et al. 2020	
867393	MB2IN-208	21461093	Hueckesfeld et al. 2020	BAmas lineage neuron right 2
881861	desC_a5r	21461093	Hueckesfeld et al. 2020	
883721	ddaC_a4r	21461093	Hueckesfeld et al. 2020	
891237	v'td_vnc_a7r	21461093	Hueckesfeld et al. 2020	
945309	AN-R-Sens-B1-AVa-44	21461093	Hueckesfeld et al. 2020	
954272	v'ada_a5r	21461093	Hueckesfeld et al. 2020	
970844	ddaC?_a5l	21461093	Hueckesfeld et al. 2020	
986460	ppk_ddaC_a1	21461093	Hueckesfeld et al. 2020	ddaC_a1l
1011675	AN-L-Sens-B2-ACp-02	21461093	Hueckesfeld et al. 2020	
1074154	desC_a4r ??	21461093	Hueckesfeld et al. 2020	
1130528	mdIII_t? sensory	21461093	Hueckesfeld et al. 2020	
1237125	ddaF a2r class III? lots of uncertain continuities. CHECK	21461093	Hueckesfeld et al. 2020	
1278501	vdaB_a3r	21461093	Hueckesfeld et al. 2020	
1300727	ddaA a5r class III md	21461093	Hueckesfeld et al. 2020	
1331893	class III or es?	21461093	Hueckesfeld et al. 2020	
1347570	putative class III	21461093	Hueckesfeld et al. 2020	
1347886	AN-L-Sens-B2-AVp-01	21461093	Hueckesfeld et al. 2020	
1351125	AN-L-Sens-B1-AVa-40	21461093	Hueckesfeld et al. 2020	
1367171	AN-L-Sens-B1-ACa-04	21461093	Hueckesfeld et al. 2020	
1375101	AN-L-Sens-B1-AVa-17	21461093	Hueckesfeld et al. 2020	
1377586	AN-L-Sens-B1-ACa-07	21461093	Hueckesfeld et al. 2020	
1385074	ddaC?_a6l	21461093	Hueckesfeld et al. 2020	
1391179	AN-L-Sens-B1-ACa-15	21461093	Hueckesfeld et al. 2020	
1392771	AN-L-Sens-B1-ACa-06	21461093	Hueckesfeld et al. 2020	
1395971	AN-L-Sens-B1-ACa-11	21461093	Hueckesfeld et al. 2020	
1398253	AN-L-Sens-B1-ACa-05	21461093	Hueckesfeld et al. 2020	
1400725	AN-L-Sens-B1-ACa-12	21461093	Hueckesfeld et al. 2020	
1405493	AN-L-Sens-B1-ACa-09	21461093	Hueckesfeld et al. 2020	
1406463	AN-L-Sens-B1-ACa-14	21461093	Hueckesfeld et al. 2020	
1414206	AN-L-Sens-B1-AVa-16	21461093	Hueckesfeld et al. 2020	
1415168	AN-L-Sens-B1-AVa-26	21461093	Hueckesfeld et al. 2020	
1419315	AN-L-Sens-B1-AVa-31	21461093	Hueckesfeld et al. 2020	
1427012	AN-L-Sens-B1-AVa-32	21461093	Hueckesfeld et al. 2020	
1428271	AN-L-Sens-B1-AVa-22	21461093	Hueckesfeld et al. 2020	
1429969	AN-L-Sens-B1-AVa-20	21461093	Hueckesfeld et al. 2020	
1431256	AN-L-Sens-B1-AVa-27	21461093	Hueckesfeld et al. 2020	
1432836	AN-L-Sens-B1-AVa-18	21461093	Hueckesfeld et al. 2020	
1435466	AN-L-Sens-B1-AVa-21	21461093	Hueckesfeld et al. 2020	
1672957	vdaB?_a6l	21461093	Hueckesfeld et al. 2020	
1706716	AN-L-Sens-B2-ACp-19	21461093	Hueckesfeld et al. 2020	
1709802	AN-L-Sens-B2-AVa-24 (PPS mechano)	21461093	Hueckesfeld et al. 2020	
1715990	AN-L-Sens-B2-ACp-17	21461093	Hueckesfeld et al. 2020	
2138427	hugin-RG left 1	21461093	Hueckesfeld et al. 2020	
2142817	MB2IN-146	21461093	Hueckesfeld et al. 2020	pre-dorsal-MAP presynaptic-D-2-R left
2147157	BC: presynaptic -medial - paired with #3801211	21461093	Hueckesfeld et al. 2020	
2260755	DH44 1 right	21461093	Hueckesfeld et al. 2020	
2268281	PaN-R-Sens-B1-VM-02	21461093	Hueckesfeld et al. 2020	
2283495	IPC pair 4; IPC 3 right	21461093	Hueckesfeld et al. 2020	
2284021	AN-L-Sens-B1-ACa-01	21461093	Hueckesfeld et al. 2020	
2302816	PaN-R-Sens-B2-VM-01	21461093	Hueckesfeld et al. 2020	
2305234	PaN-R-Sens-B1-VM-01	21461093	Hueckesfeld et al. 2020	
2340336	AN-R-Sens-B1-ACa-02	21461093	Hueckesfeld et al. 2020	
2355126	IPC 7 right	21461093	Hueckesfeld et al. 2020	
2357110	IPC pair 1; IPC 6 right	21461093	Hueckesfeld et al. 2020	
2369444	MB2IN-199	21461093	Hueckesfeld et al. 2020	Z: contra_left |MB2ON-88
2379544	BLP12 claw 1 left	21461093	Hueckesfeld et al. 2020	
2456826	AN-R-Sens-B1-ACa-01	21461093	Hueckesfeld et al. 2020	
2495308	PaN-L-Sens-B1-VM-01	21461093	Hueckesfeld et al. 2020	
2505675	PaN-L-Sens-B1-VM-04	21461093	Hueckesfeld et al. 2020	
2524026	PaN-L-Sens-B2-VM-02	21461093	Hueckesfeld et al. 2020	
2571761	83a ORN right	21461093	Hueckesfeld et al. 2020	
2581860	v'ada_a4r 	21461093	Hueckesfeld et al. 2020	
2582391	1a ORN right	21461093	Hueckesfeld et al. 2020	
2584838	30a ORN right	21461093	Hueckesfeld et al. 2020	
2597151	AF5: Short-presynaptic-D-1R	21461093	Hueckesfeld et al. 2020	
2608843	42b ORN right	21461093	Hueckesfeld et al. 2020	
2610744	AN-L-Sens-B3-ACal-05 (Non-ORN 1)	21461093	Hueckesfeld et al. 2020	
2611805	1a ORN left	21461093	Hueckesfeld et al. 2020	
2629819	vdaB_a2r	21461093	Hueckesfeld et al. 2020	
2629826	v'ada_a2r	21461093	Hueckesfeld et al. 2020	
2659386	DMS 1 right	21461093	Hueckesfeld et al. 2020	
2668719	PaN-L-Sens-B1-VM-02	21461093	Hueckesfeld et al. 2020	
2669832	PaN-L-Sens-B1-VM-03	21461093	Hueckesfeld et al. 2020	
2683068	ddaA a5l class III md	21461093	Hueckesfeld et al. 2020	
2691026	mdIV?_a6l	21461093	Hueckesfeld et al. 2020	
2700681	ddaF a5r class III md	21461093	Hueckesfeld et al. 2020	
2717701	neuron	21461093	Hueckesfeld et al. 2020	
2723184	v'ada_a3r	21461093	Hueckesfeld et al. 2020	
2740157	vdaB?_a6r	21461093	Hueckesfeld et al. 2020	
2748174	vdaB?_a7r	21461093	Hueckesfeld et al. 2020	
2750739	v'pda a6l class III md	21461093	Hueckesfeld et al. 2020	
2761699	vdaB?_a8r	21461093	Hueckesfeld et al. 2020	
2765056	vdaD or v'pda a7l class III md	21461093	Hueckesfeld et al. 2020	
2777891	vdaD class III md_a1r or es?	21461093	Hueckesfeld et al. 2020	
2799380	PaN-L-Sens-B2-VM-01	21461093	Hueckesfeld et al. 2020	
2817021	v'pda a5l class III md	21461093	Hueckesfeld et al. 2020	
2822183	vdaB?_a7l	21461093	Hueckesfeld et al. 2020	
2828623	v'ada?_a7l	21461093	Hueckesfeld et al. 2020	
2833891	vdaB?	21461093	Hueckesfeld et al. 2020	
2842568	ddaC?_a8l	21461093	Hueckesfeld et al. 2020	
2852273	IPC pair 6; IPC 2 right	21461093	Hueckesfeld et al. 2020	
2871769	vdaB?_a8l	21461093	Hueckesfeld et al. 2020	
2871853	mdIV?	21461093	Hueckesfeld et al. 2020	
2872055	v'ada?_a8l	21461093	Hueckesfeld et al. 2020	
2899238	v'ada ?	21461093	Hueckesfeld et al. 2020	
2932028	LH-3	21461093	Hueckesfeld et al. 2020	AF:uptoLN2 sibling 35_right
2935173	_WS	21461093	Hueckesfeld et al. 2020	WS: from olfactory to Hugin interneuron right
2935198	AF3 thermo 3rd right	21461093	Hueckesfeld et al. 2020	
2970864	ddaC_a2r 	21461093	Hueckesfeld et al. 2020	
3027876	MB2ON-144	21461093	Hueckesfeld et al. 2020	Tomato Vine 2_right
3032520	MN-L-Sens-B3-AVp-03	21461093	Hueckesfeld et al. 2020	
3036249	MN-L-Sens-B3-VM-12	21461093	Hueckesfeld et al. 2020	
3044500	MB2IN-172	21461093	Hueckesfeld et al. 2020	DPLc1 Descending L
3046503	IPC 7 left	21461093	Hueckesfeld et al. 2020	
3050645	MN-L-Sens-B3-VM-14	21461093	Hueckesfeld et al. 2020	
3054101	MN-L-Sens-B3-ACp-04	21461093	Hueckesfeld et al. 2020	
3071301	MN-R-Sens-B2-ACp-13	21461093	Hueckesfeld et al. 2020	
3106174	v'ada_a?	21461093	Hueckesfeld et al. 2020	
3123905	MN-R-Sens-B3-ACpl-07	21461093	Hueckesfeld et al. 2020	
3133851	may be class IV??	21461093	Hueckesfeld et al. 2020	
3157405	FAN-1	21461093	Hueckesfeld et al. 2020	AN: DPMlp Lar_left|MB2IN-3|MB2ON-8|FB-3
3158085	AF5: Short-presynaptic-D-1L	21461093	Hueckesfeld et al. 2020	
3158123	presynaptic-D-2-MAP-L left	21461093	Hueckesfeld et al. 2020	
3158543	63a ORN left	21461093	Hueckesfeld et al. 2020	
3189407	T2l asc contra 01	21461093	Hueckesfeld et al. 2020	
3192952	AN-R-Sens-B2-AVa-25 (PPS mechano)	21461093	Hueckesfeld et al. 2020	
3199456	MN-R-Sens-B3-ACp-05	21461093	Hueckesfeld et al. 2020	
3267019	MN-L-Sens-B2-VM-19	21461093	Hueckesfeld et al. 2020	
3276003	MB2IN-150	21461093	Hueckesfeld et al. 2020	L1: Short-presynapticD-3-R
3281684	IPC pair 5; IPC 5 left	21461093	Hueckesfeld et al. 2020	
3299767	hugin-PC right 2	21461093	Hueckesfeld et al. 2020	
3315001	hugin-PC right 1	21461093	Hueckesfeld et al. 2020	
3410499	42b ORN left	21461093	Hueckesfeld et al. 2020	
3410506	85c ORN left	21461093	Hueckesfeld et al. 2020	
3414508	contra-vine left	21461093	Hueckesfeld et al. 2020	
3420915	FFN-18	21461093	Hueckesfeld et al. 2020	SOG into brain contralaterally right - paired with #3622234|MB2IN-71
3436420	Pre PMN right	21461093	Hueckesfeld et al. 2020	
3443129	T3r asc contra 01	21461093	Hueckesfeld et al. 2020	
3464773	42a ORN left	21461093	Hueckesfeld et al. 2020	
3465659	35a ORN left	21461093	Hueckesfeld et al. 2020	
3487306	AN-R-Sens-B3-ACal-03 (temp sensing right neuron together 1)	21461093	Hueckesfeld et al. 2020	
3498479	contra-vine right	21461093	Hueckesfeld et al. 2020	
3511996	94a & 94b ORN left	21461093	Hueckesfeld et al. 2020	
3547397	83a ORN left	21461093	Hueckesfeld et al. 2020	
3556191	AN-R-Sens-B1-ACa-03	21461093	Hueckesfeld et al. 2020	
3561724	IPC pair 3; IPC 5 right	21461093	Hueckesfeld et al. 2020	
3562954	MN-R-Sens-B2-VM-21	21461093	Hueckesfeld et al. 2020	
3567420	ddaC_t3r	21461093	Hueckesfeld et al. 2020	
3586984	AN-L-Sens-B3-ACal-07 (upstream of Multig. Olfactory PN 3) 	21461093	Hueckesfeld et al. 2020	
3592997	24a ORN left	21461093	Hueckesfeld et al. 2020	
3608397	AN-L-Sens-B3-ACal-01 (temp sensing left neuron alone)	21461093	Hueckesfeld et al. 2020	
3609202	AN-L-Sens-B3-ACal-03 (temp sensing left neuron together 1)	21461093	Hueckesfeld et al. 2020	
3620633	MB2IN-206	21461093	Hueckesfeld et al. 2020	Pre-goro3 right
3622234	FFN-18	21461093	Hueckesfeld et al. 2020	SOG into Brain contralaterally left - paired with #3420915|MB2IN-71
3639968	AN-L-Sens-B3-ACal-02 (temp sensing left neuron together 2)	21461093	Hueckesfeld et al. 2020	
3650600	AN-R-Sens-B3-ACal-01 (temp sensing right neuron alone)	21461093	Hueckesfeld et al. 2020	
3652587	AN-L-Sens-B3-ACp-08	21461093	Hueckesfeld et al. 2020	
3694515	47a & 33b ORN left	21461093	Hueckesfeld et al. 2020	
3708875	33a ORN left	21461093	Hueckesfeld et al. 2020	
3712893	Multiglomerular PN 2	21461093	Hueckesfeld et al. 2020	mPN iACT bilateral LOWER left|mPN|mPN iACT bilateral LOWER
3716797	45a ORN left	21461093	Hueckesfeld et al. 2020	
3727004	CRZ 3 right	21461093	Hueckesfeld et al. 2020	
3727026	CRZ 1 right	21461093	Hueckesfeld et al. 2020	
3727963	Munin right 2	21461093	Hueckesfeld et al. 2020	
3728746	MB2IN-205	21461093	Hueckesfeld et al. 2020	Munin right 1
3736500	mPN	21461093	Hueckesfeld et al. 2020	ginkgo 2 left
3742519	C4da_t3l	21461093	Hueckesfeld et al. 2020	
3762060	Bubsy Right	21461093	Hueckesfeld et al. 2020	
3762787	CRZ 2 right	21461093	Hueckesfeld et al. 2020	
3768025	30a ORN left	21461093	Hueckesfeld et al. 2020	
3771794	49a ORN left	21461093	Hueckesfeld et al. 2020	
3774568	82a ORN left	21461093	Hueckesfeld et al. 2020	
3778453	Pre-goro11_a3r	21461093	Hueckesfeld et al. 2020	
3786734	ppk_v'ada_a1	21461093	Hueckesfeld et al. 2020	v'ada_a1r
3790004	67b ORN right	21461093	Hueckesfeld et al. 2020	
3793165	ddaC_a2r	21461093	Hueckesfeld et al. 2020	
